"job","job href","save-job","location","icon href 2","desc","badge","badge 2"
"Sales In-charge/ CRO","https://www.careerjet.com.bd/jobad/bd4b4c3fd0100500b8444baf158443230d","Save","Barisal","[object Object]","Job Responsibilities   Develop and increase Business by following upon potential leads with face to face presentation.  Hard working, sincere and energetic for door-to-door sales. …","11 days ago","Apply easily"
"Associate Lawyer (Documentation)","https://www.careerjet.com.bd/jobad/bd33e1e160e46326229c3ece55297e0f8c","Save","Dhaka","[object Object]","Job Responsibilities   Vetting of the property documents and providing legal opinion upon right & title of the property.  Drafting various kinds of agreements, deeds and documents …","11 days ago","Apply easily"
"DGM - Production (Garments Screen Print Factory)","https://www.careerjet.com.bd/jobad/bd1e293b01d5fa21cf05d62286da813a00","Save","Dhaka","[object Object]","Job Responsibilities   Will be responsible for screen/ Chest printing production  Having good knowledge about printing IE & Planning  Having good knowledge of table & machine print…","11 days ago","Apply easily"
"Purchase and Store Officer","https://www.careerjet.com.bd/jobad/bda1f9d25b552ba1669f80b117db441c0a","Save","Chittagong","[object Object]","Job Responsibilities   Research and identify suppliers of goods and supplies needed by the school.  Source potential suppliers on regular basis, evaluating suppliers.  Negotiate wi…","11 days ago","Apply easily"
"Accounts Officer","https://www.careerjet.com.bd/jobad/bd78769bdc71c443da97c67313f2df10b2","Save","Bhedarganj, Dhaka","[object Object]","Job Context  Job Location: Bhedergonj, Shariatpur.   Job Responsibilities   Perform financial analysis and reporting to management as needed.  Perform month-end accounting activiti…","11 days ago","Apply easily"
"Associate Professor in the Department of Civil Engineering","https://www.careerjet.com.bd/jobad/bd9759aaa75618b67bc1dbed0fb9defd3c","Save","Bhedarganj, Dhaka","[object Object]","Job Context  Associate Professor in the Department of Civil Engineering at Z. H. Sikder University of Science and Technology, Shariatpur.   Job Responsibilities  Teaching and resea…","11 days ago","Apply easily"
"Office Assistant","https://www.careerjet.com.bd/jobad/bd56ef71b1607289d064bf01da9f9efc15","Save","Dhanmondi, Dhaka","[object Object]","Job Responsibilities   - Inform clients by explaining procedures over the phone.  - Answering phone calls and emails in a professional and timely manner  - Greeting and directing v…","14 days ago","Apply easily"
"Telesales Specialist (Night Shift)","https://www.careerjet.com.bd/jobad/bda9b71a6d419058030064043a4fd597b3","Save","Badda, Dhaka","[object Object]","Job Responsibilities   Willing to work night shifts (6 pm-4 am)  Excellent telephone manner, and a pleasant personality.  Demonstrate excellent sales and persuasive skills.  Handli…","14 days ago","Apply easily"
"Content Developer (English Language and IELTS Exam)","https://www.careerjet.com.bd/jobad/bd02313b07d20830051d767d988ab5edd5","Save","Uttara, Dhaka","[object Object]","Job Context   We are seeking two content writers and study material developers to upgrade our online and face-to-face content and lecture materials, which can support the vast majo…","14 days ago","Apply easily"
"Technical Officer – Essential Drugs and Medicines","https://www.careerjet.com.bd/jobad/bd45a7b72bc50277cf200b95bf11489f35","Save","Dhaka","[object Object]","OBJECTIVES OF THE PROGRAMME   The WHO Country Office collaborates with the Government of Bangladesh and relevant stakeholders within the framework of the collaborative Country Coop…","16 days ago",""
"Gender Equity & Social Inclusion (GESI) Specialist, Bangladesh FSTIP Project","https://www.careerjet.com.bd/jobad/bd18601cdbc9a5c2034a28c6d9d335a05d","Save","Dhaka","[object Object]","Gender Equity & Social Inclusion (GESI) Specialist, Bangladesh FSTIP Project   The GESI Specialist is responsible for integrating gender and social inclusion considerations into al…","16 days ago",""
"Programme Officer - Health Financing and Universal Health Coverage","https://www.careerjet.com.bd/jobad/bdfc1fe00d4beda0b59bd14b0c118eea08","Save","Dhaka","[object Object]","..   Qualifications   Objective of the programme   A team comprising of Government Officials and technical staff from development partners is involved in supporting the government …","16 days ago",""
"Mathematics teacher","https://www.careerjet.com.bd/jobad/bd75b11f50311c04bf06c8c839d4a7b9e2","Save","Chittagong","[object Object]","An exciting opportunity to work within a vibrant and dynamic International School in Tashkent, Uzbekistan, which boasts both the International Baccalaureate and local educational s…","2 months ago","Apply easily"
"Mathematics teacher","https://www.careerjet.com.bd/jobad/bdf8951aa405f16c967812f49d9a3a217d","Save","Dhaka","[object Object]","An exciting opportunity to work within a vibrant and dynamic International School in Tashkent, Uzbekistan, which boasts both the International Baccalaureate and local educational s…","2 months ago","Apply easily"
"Video Editor (Bangla Fluency Required)","https://www.careerjet.com.bd/jobad/bd83f28d4a78a1bd96b2fa013a2f35cd14","Save","Bangladesh","[object Object]","About the Company   Arbor is a B-Corp with a mission to bring people together through shared history. We do this by offering a video platform for families to capture their stories …","1 month ago","Apply easily"
"Senior Executive - Accounts & Finance and Audit","https://www.careerjet.com.bd/jobad/bd3c2ca9780a10d4cbfb047e818f8b36a6","Save","Dhaka","[object Object]","Job Context  US-Bangla Airlines, the largest private airlines in Bangladesh is looking for some dynamic, self-motivated, enthusiastic people to work in its various OTA Units as Sen…","5 days ago",""
"Desktop Software Developer (Python/Java/Ruby)","https://www.careerjet.com.bd/jobad/bd37e066cc4af6a20a59bf95e4ddc2bc68","Save","Dhaka","[object Object]","Job Context   WE DON`T ACCEPT RESUME`S THROUGH E-MAIL or ONLINE APPLY!  To apply you must go to: https://trybpoltd.com/career/desktop-soft-dev  We are seeking a talented and experi…","5 days ago",""
"Assistant Professor of Civil Engineering","https://www.careerjet.com.bd/jobad/bdb3a0de907ac0c7414d78d226a2e8262f","Save","Dhaka","[object Object]","Job Context   The World University of Bangladesh (WUB) is seeking the qualified candidates for the position of Assistant Professor of Civil Engineering (CE) for its permanent campu…","5 days ago",""
"Executive/ Sr. Executive - Digital Marketing (Wholesaleclub Ltd.)","https://www.careerjet.com.bd/jobad/bddbcef55822ef02c905252bd9345e1635","Save","Dhaka","[object Object]","Job Context  Wholesale Club Ltd is seeking a highly motivated and detail-oriented individual to join our E-commerce team as an Executive/Sr.Executive. The successful candidate will…","5 days ago",""
"Fashion Designer - Product Development & Fashion Designing","https://www.careerjet.com.bd/jobad/bd9ec44c4e29fea2d669dba3725c7096b3","Save","Dhaka","[object Object]","Job Context  A 100% Export Oriented Knit Composite Company in the Country is looking for experienced, dynamic, and high-potential professionals as Fashion Designer- Product Develop…","5 days ago",""
"Manager - Sales","https://www.careerjet.com.bd/jobad/bd4f4ea2b9a0ad67431d9c37e8d4c1386a","Save","Dhaka","[object Object]","Job Context  We are looking for a young, dynamic and energetic marketing and sales manager who has experience in the Bangladesh Real Estate/ Land Development industry. This candida…","5 days ago",""
"Executive/Sr. Executive-HR & Admin","https://www.careerjet.com.bd/jobad/bd2606b6bf6c0ee286e3ae81795962eacb","Save","Dhaka","[object Object]","Job Responsibilities   Work on daily attendance and leave management.  Regularly taking care of employee personal files and update.  Create employee profiles and maintain HRIS on E…","5 days ago",""
"Product Executive","https://www.careerjet.com.bd/jobad/bda6ed99c63f6aefd839da6d6a1b38a503","Save","Dhaka","[object Object]","Job Context   We need some Product Executives for the following subject oriented online course development and management.  Physics  Chemistry  Biology  Mathematics  Bangla  Englis…","5 days ago",""
"Engineer - Sales (Generator Spare Parts & Lube Oil)","https://www.careerjet.com.bd/jobad/bd6af069fd87fd81148bf4d837427568af","Save","Dhaka","[object Object]","Job Context   Jakson International Limited (JIL) is the Bangladesh unit of Jakson Group. It is the authorized country distributor of Cummins Diesel and Gas Generators. It is also t…","5 days ago",""
"Flainox Dyeing Machine Operator - Seamless","https://www.careerjet.com.bd/jobad/bdd29ff5e7b36d8529dc188c486b8e22dd","Save","Gazipur, Dhaka","[object Object]","Job Responsibilities   Experience in Flainox machine operating with SETEX operating system.  Experience in Nylon and CDP dyeing.  Knowledge about Dye Chemical and handling    Emplo…","5 days ago",""
"Financial Analyst","https://www.careerjet.com.bd/jobad/bd0557fa755865c02d47b29e72e6e4542a","Save","Dhaka","[object Object]","Job Responsibilities   Remain entirely responsible for Accounts and Finance related activities of the company.  Ensure cost benefit analysis in every business processes, identifyin…","5 days ago",""
"Deputy/ Assistant Manufacturing Manager","https://www.careerjet.com.bd/jobad/bd7e20166463a9d29c20a9be318d9e9b7b","Save","Dhaka","[object Object]","Job Context   Osmo Corporation is a leading first growing organization that produces high-quality residential, commercial, and industrial water filters in Bangladesh.  As the deman…","5 days ago",""
"Data Analyst","https://www.careerjet.com.bd/jobad/bd380a833ad1f7c358c0f97722401c48a7","Save","Dhaka","[object Object]","Job Context  We are looking to hire multiple data analysts to join our data team. You will take responsibility for managing our master data set, developing reports, and troubleshoo…","5 days ago",""
"Deputy Response Director, Bangladesh Rohingya Crisis Response","https://www.careerjet.com.bd/jobad/bd512aed6fc15f8797666d17cd6bde9771","Save","Cox's Bazar, Chittagong","[object Object]","Job Context  The Deputy Response Director (DRD), Bangladesh Rohingya Crisis Response has primary responsibility for assisting the Response Director in executing the Category III, S…","5 days ago",""
"Pattern Master (Sr. Executive)_Sample_Columbia Apparels Limited","https://www.careerjet.com.bd/jobad/bd2791291c7416143430f0bd1f0bb96b1a","Save","Gazipur, Dhaka","[object Object]","Job Context   M&J Group entered into manufacturing activities in 1965 by establishing a flour milling company. The business horizon gets expanded in 1989 when the garment manufactu…","5 days ago",""
"Senior Officer, Strategy and Business Development","https://www.careerjet.com.bd/jobad/bd47e4e28d4de0f42287a7ab3a924f5fe9","Save","Dhaka","[object Object]","Job Context  Assisting the distribution channel team through providing target, performance monitoring and designing channel campaign.   Job Responsibilities   Prepare targets for d…","5 days ago",""
"Software Implementation Executive","https://www.careerjet.com.bd/jobad/bd555f4d7aac0f5a0d2b48031b427c4607","Save","Dhaka","[object Object]","Job Context  We are seeking highly skilled and motivated Software Implementation Executive to join our team. The successful candidate will be responsible for overseeing the impleme…","5 days ago",""
"Sr. Executive - Accounts & Finance","https://www.careerjet.com.bd/jobad/bdf65f3d8bf90f237dc5683a2dd87b19ee","Save","Dhaka","[object Object]","Job Responsibilities   Manage All Accounting Transactions  Book-Keeping & Ledger Management  Prepare Budget Forecasts  Audit Financial Transactions, Documents & Procedures  Process…","5 days ago",""
"AGM, Construction","https://www.careerjet.com.bd/jobad/bd257e8b2c4790119ea8c00e3144a0c18b","Save","Dhaka","[object Object]","Job Context  We are involved in the Construction and Development of residential and commercial projects and interior works. We are looking for AGM who will manage and supervise our…","5 days ago",""
"Delivery Supervisor (ACSL)","https://www.careerjet.com.bd/jobad/bdc5e2a4b29f0b148ea5761e4edb138f91","Save","Gazaria, Dhaka","[object Object]","Job Responsibilities   Ensure delivery on time by reviewing sales order, plan and coordinate delivery activities  Perform resource allocations and workload assignments according to…","5 days ago",""
"Quality Executive","https://www.careerjet.com.bd/jobad/bd3ff2ed055a4e00b29770701dfbceb213","Save","Gazipur, Dhaka","[object Object]","Job Context  Liaise with managers and staff throughout the organization to ensure that the QA system is functioning properly. Where appropriate, the QA officer advises on changes a…","5 days ago",""
"Assistant Manager - Corporate Sales, Hero Motorcycle","https://www.careerjet.com.bd/jobad/bd0f861ee836664cce37ed3365904fa389","Save","Dhaka","[object Object]","Job Responsibilities   Search for potential corporate customers & achieve the target.  Visit the new corporate house and pursue for corporate customer.  Create new market opportuni…","5 days ago",""
"Manager, Substation","https://www.careerjet.com.bd/jobad/bdd7abb18f7484f9fe148723e3b7add9cd","Save","Dhaka","[object Object]","Job Context  SQ Group Of Companies produces all types of Electrical Wire & Cables, Transformers, Energy Saving Lights, Fan, Concrete & Wooden utility poles, and is also the leading…","5 days ago",""
"GM - Human Resources, Administration & Compliance","https://www.careerjet.com.bd/jobad/bd02be0d374126c2c0bd622ac568657729","Save","Gazipur, Dhaka","[object Object]","Job Context  We are looking for a dynamic candidate. This role is responsible for leading the overall Human Resources, Administration & compliance function of the company. We plan …","5 days ago",""
"Executive - Compliance","https://www.careerjet.com.bd/jobad/bda873fcc070371805e60d2000de18e529","Save","Habiganj, Sylhet","[object Object]","Job Context  We are one of the leading conglomerates in the Spinning industry of Bangladesh, looking for suitable candidate for our factory, located at Habiganj. The candidate shou…","5 days ago",""
"Executive/ Sr. Executive - E-commerce (Wholesale Club Ltd.)","https://www.careerjet.com.bd/jobad/bd1646b29106a7958d8219184ca309ea37","Save","Dhaka","[object Object]","Job Context  We are looking for a dynamic and experienced Executive/Senior Executive in E-commerce to join our team at Wholesale Club Ltd. The ideal candidate will be responsible f…","5 days ago",""
"Sr. Executive/ Asst. Manager - Procurement & Commercial (Import)","https://www.careerjet.com.bd/jobad/bd471489eafa560ac39fd22cd93823d88f","Save","Dhaka","[object Object]","Job Context  This is a full-time position for international purchase, LC handling and Sourcing. We are looking for individuals that have the ability to think laterally and possess …","5 days ago",""
"Manager - HR & Admin","https://www.careerjet.com.bd/jobad/bd9ea85869f611d8e3565361d6915de954","Save","Dhaka","[object Object]","Job Responsibilities   Lead, supervise & manage HR & Admin team and ensuring all required support as per company standards.  Ensuring smooth & timely delivery of all arrays of empl…","5 days ago",""
"Assistant Registrar - ENT","https://www.careerjet.com.bd/jobad/bd773e7c74dc6c7625297c061514983b78","Save","Dhaka","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Workplace  Work at office    Additional Requirements   Age at least 22 years    Job Location   Dhaka   Salary  Negotiabl…","5 days ago",""
"Senior Executive/ Assistant Manager (Marketing & Sales)","https://www.careerjet.com.bd/jobad/bd5393bb89f702314b13c7312bcc3e79bd","Save","Dhaka","[object Object]","Job Context  We are looking for a young, dynamic and energetic marketing and sales Executive & Manager who has experience in the Bangladesh Real Estate industry. This candidate sho…","5 days ago",""
"PM - Garments Printing","https://www.careerjet.com.bd/jobad/bddb24b2565a2d78832af2d423a1be900a","Save","Gazipur, Dhaka","[object Object]","Job Responsibilities   Maintain quality production according to production plan and on time delivery;  Prepare production & delivery schedule;  Resolve technical problem during pri…","5 days ago",""
"Project Engineer (Construction-Civil)","https://www.careerjet.com.bd/jobad/bd569a7f31d5e0b48ca587c930dcd40baa","Save","Dhaka","[object Object]","Job Responsibilities   To supervise, monitor and ensure overall construction works including finishing work as per specification.  To prepare project and material planning.  To mon…","5 days ago",""
"Kitchen Runner - Shared Kitchen","https://www.careerjet.com.bd/jobad/bda8a0124f4e1fd09d3d5045199555c55c","Save","Dhaka","[object Object]","Job Context   Do you love food and convenience put together? Then you just might love foodpanda.  foodpanda (small `f`) delivers a first class, on-demand food delivery experience w…","5 days ago",""
"Tea Bag/ Machine Operator (City Tea Estates Limited )","https://www.careerjet.com.bd/jobad/bd677a188b9930f67edf4f1e4200efebc5","Save","Rupganj, Dhaka","[object Object]","Job Responsibilities   Operate pouch pack and Tea Bag machine  Set up machines to start a production cycle  Monitors the proper operation of equipment  Clean equipment and workplac…","5 days ago",""
"Digital Marketing Specialist","https://www.careerjet.com.bd/jobad/bd1eae3ab91198ee26f2229f86b327322b","Save","Dhaka","[object Object]","Job Context   Join Ranabi on its journey to help people online FIND and BUY Bangladeshi products they love.  We are looking for a Digital Marketing Specialist to help our company d…","5 days ago",""
"Sr. Fashion Designer Yellow (Kids & Girl`s Ethnic Wear)","https://www.careerjet.com.bd/jobad/bd8d4467c7005dad03b8c22be293b91cd5","Save","Gazipur, Dhaka","[object Object]","Job Context  Yellow, the premier fashion brand of Bangladesh is looking for experienced fashion designers to join the design team. Categories of interest include ethnic wear for Ki…","5 days ago",""
"Project Manager","https://www.careerjet.com.bd/jobad/bd1fe2250fce07ebfc94c71da27e23dba5","Save","Dhaka","[object Object]","Job Responsibilities   Oversee and direct the construction projects from conception to completion (Multi-storied Building, Road, Drain, Culvert, Embankment, Market, Community Centr…","5 days ago",""
"Chef","https://www.careerjet.com.bd/jobad/bd173741ee57aa8691b89c34199158d853","Save","Gazipur, Dhaka","[object Object]","Job Context  We are looking for a Chef to join our team and prepare delicious meals for our management.   Job Responsibilities   Set up the kitchen with cooking utensils and equipm…","5 days ago",""
"Commercial Officer (Export)","https://www.careerjet.com.bd/jobad/bd09339e6ea79c134835dfced76e57fced","Save","Dhaka","[object Object]","Job Context  The Management of a reputed Group of Company owning 100% Export oriented Woven and Knit RMG units is looking for Qualified ""Commercial Officer (Export)"" for immediate …","5 days ago",""
"Designer- Kids (Boys & Girls) Western Wear","https://www.careerjet.com.bd/jobad/bd72a6b05964065723eb1528325b4eb162","Save","Gazipur, Dhaka","[object Object]","Job Context  Yellow, the premier fashion brand of Bangladesh is looking for experienced fashion designers to join the design team. Categories of interest include Western wear for b…","5 days ago",""
"Head of Department (Sales)","https://www.careerjet.com.bd/jobad/bd2f643d1938228fdc7c159aca093cca63","Save","Dhaka","[object Object]","Job Responsibilities   To achieve monthly and yearly sales target as per ABP.  To lead and motivate Sales teams for achieve the desired result.  To plan and monitor Sales teams reg…","5 days ago",""
"Programmer","https://www.careerjet.com.bd/jobad/bd167a7edd4fc64d5e875547be3d665de6","Save","Dhaka","[object Object]","Job Context  To attain the target for territory sales by ensuring proper distribution of products and implementation of different channel activities.   Job Responsibilities   Build…","5 days ago",""
"MIS Officer","https://www.careerjet.com.bd/jobad/bd8630384005aa0bd688463729c38f1c32","Save","Gazipur, Dhaka","[object Object]","Job Responsibilities   Provide day to day administrative support.  Collect data & input into system.  Able to Prepare Daily Production Report & Submit to Management as required.  G…","5 days ago",""
"Assistant Professor of Business Administration","https://www.careerjet.com.bd/jobad/bd0479965fbfbca97794672aab24463a8b","Save","Dhaka","[object Object]","Job Context   The World University of Bangladesh (WUB) is seeking the qualified candidates for the position of Assistant Professor of Business Administration for its permanent camp…","5 days ago",""
"Executive - Planning","https://www.careerjet.com.bd/jobad/bde4fbbece6f1a82394e5357b4e0dff8e0","Save","Habiganj, Sylhet","[object Object]","Job Context  Argon Spinning is one of the leading conglomerates in the Spinning industry of Bangladesh, is looking for ""Executive - Planning"". The incumbent must have initiative, e…","5 days ago",""
"Assistant Manager, Accounts","https://www.careerjet.com.bd/jobad/bd46c8786b2b42cede6cd66afafacc3077","Save","Dhaka","[object Object]","Job Responsibilities   Control company accounts, daily expenses, and salary & wages disbursement, maintain petty cash, cash book and ledger book maintain, voucher checking, bill pr…","5 days ago",""
"Manager/ Sr. Manager - Production","https://www.careerjet.com.bd/jobad/bd39c3c932937531c35be74eb7729958ea","Save","Gazipur, Dhaka","[object Object]","Job Context  Production Unit of Dyeing Factory   Job Responsibilities   Determining, negotiating and agreeing on in-house quality procedures, standards and specifications.  Assessi…","5 days ago",""
"Medical Officer -CCU","https://www.careerjet.com.bd/jobad/bdf2a5e6a095c80a2c89070502a766432a","Save","Dhaka","[object Object]","Job Responsibilities  N/A   Employment Status   Full-time   Workplace  Work at office    Educational Requirements   As per Dhaka University & BM&DC Rule.    Additional Requirements…","5 days ago",""
"Sr. Designer - (New Born) infants` category","https://www.careerjet.com.bd/jobad/bd959cafd5cda1d82927e4280057330c90","Save","Gazipur, Dhaka","[object Object]","Job Context  Yellow, the premier fashion brand of Bangladesh is looking for experienced fashion designers to join the design team. Categories of interest include (New Born) infants…","5 days ago",""
"District Manager (DM)","https://www.careerjet.com.bd/jobad/bd7bdcc8248c4010dc13a7fd7a8193309f","Save","Manikganj, Dhaka","[object Object]","Job Context   Projahnmo Research Foundation (PRF) in association with Johns Hopkins University, USA has a long and illustrious history of conducting research in Bangladesh. PRF`s r…","5 days ago",""
"IoT Technical Support Engineer (Bangladesh)","https://www.careerjet.com.bd/jobad/bd2fb64d66b4db286836f7930480ed7662","Save","Dhaka","[object Object]","Job Context  JimiIoT (Concox) is a designer and manufacturer based in Shenzhen, China, offering a wide range of telematics IoT hardware and software. Their portfolio includes vehic…","5 days ago",""
"Manager (Heavy Equipment Maintenance)","https://www.careerjet.com.bd/jobad/bdf801a8f88d0c4dcc81644d6c02f97824","Save","Sitakunda, Chittagong","[object Object]","Job Responsibilities   Monitor company Heavy Equipment (Excavator, Pay loader, Material handler, Crane, Forklift, Man lift, Rig Machine, etc.) operation and maintenance works with …","5 days ago",""
"Site Supervisor (Construction-Civil)","https://www.careerjet.com.bd/jobad/bd2362f9b55c39f431fe2892f72a5f0431","Save","Dhaka","[object Object]","Job Responsibilities   To supervise construction and other works according to the approved drawing and design.  To prepare a work schedule and monitor project works according to th…","5 days ago",""
"Manager, Business Development","https://www.careerjet.com.bd/jobad/bde297223943b0fa7ab76519f08bbdde1f","Save","Dhaka","[object Object]","Job Responsibilities   Land procurement and acquisition under joint venture  Prepare deed of agreement for land procurement.  Prepare financial analysis and market survey for joint…","5 days ago",""
"Manager, Business Development","https://www.careerjet.com.bd/jobad/bd34a3a18569f90dc1a5c8474bfb76af08","Save","Dhaka","[object Object]","Job Responsibilities   Land procurement and aquisition under joint venture  Prepare deed of agreement for land procurement.  Prepare financial analysis and market survey for joint …","5 days ago",""
"Assistant Manager (Marketing & Sales)","https://www.careerjet.com.bd/jobad/bd96440c0ec02fd26589f2139f99318129","Save","Dhaka","[object Object]","Job Context  We are looking for a young, dynamic and energetic marketing and sales Executive & Manager who has experience in the steel area. This candidate should have at least 2 t…","5 days ago",""
"Deputy Manager - Distribution, BOGCL","https://www.careerjet.com.bd/jobad/bd833c83b1741a4e72abb8bd30e5358a77","Save","Keraniganj, Dhaka","[object Object]","Job Context  Bashundhara Oil and Gas Company Ltd., a subsidiary of Bashundhara Group, is looking for a competent candidate for the Position of ""Deputy Manager - Distribution"" for i…","5 days ago",""
"Sr. Executive /Asst. Manager - Sales","https://www.careerjet.com.bd/jobad/bdfb103c08adb56f045b5967eb4781d387","Save","Dhaka","[object Object]","Job Responsibilities   To conduct & attend meeting with the prospects & Clients.  To visit sites frequently to stay up to date.  To follow up the prospects regularly.  To sell the …","5 days ago",""
"Manager/Asst. Manager - (Credit Realization)","https://www.careerjet.com.bd/jobad/bdae5d8d874aeeb04058164a27d708a140","Save","Dhaka","[object Object]","Job Responsibilities   The incumbent will be responsible to meet the collection target.  The incumbent should be capable of managing; operation and monitoring all services to be pr…","5 days ago",""
"Team leader / Assistant Manager, Ticketing & Reservation","https://www.careerjet.com.bd/jobad/bd1ed539efacd8ca81455aa1fc4f4587f6","Save","Dhaka","[object Object]","Job Context   GO BD GO Ltd. are looking for potential and experienced candidates for the position of Team leader / Assistant Manager, Ticketing & Reservation. Candidates should hav…","5 days ago",""
"Project Manager","https://www.careerjet.com.bd/jobad/bd33582efe8b654d53d194bdcbe274ba88","Save","Dhaka","[object Object]","Job Context  The Project Manager will support the Project Director with the roll out and successful operation of design and development of land projects, overseeing delivery of the…","5 days ago",""
"Head of Department (Marketing)","https://www.careerjet.com.bd/jobad/bd0ac1cce7be54683cdd1cd8455a83e7b6","Save","Dhaka","[object Object]","Job Responsibilities   Develop marketing strategies and prepare operating plans to meet the growth and sales objective of the company.  Provides leadership towards the achievement …","5 days ago",""
"Marketing Executive","https://www.careerjet.com.bd/jobad/bdb49a69e4915a8a5f20039dbb2e920cae","Save","Dhaka","[object Object]","Job Context   We are currently seeking a highly motivated and creative Marketing Executive to join our team. As a Marketing Executive, you will play a critical role in driving the …","5 days ago",""
"Assistant Manager-Production","https://www.careerjet.com.bd/jobad/bd55d9ed952096f0cd894f50b714b8ffc3","Save","Chittagong","[object Object]","Job Context  We are seeking an experienced Asst. Manager-Production to join our team in a fast-paced flexible packaging manufacturing environment. The Asst. Manager-Production will…","5 days ago",""
"DGM- Construction","https://www.careerjet.com.bd/jobad/bdbe9f766847d11f712cc64933ac4ff970","Save","Dhaka","[object Object]","Job Responsibilities   Oversee and direct the construction projects from conception to completion (Multi-storied Building, Road, Drain, Culvert, Embankment, Market, Community Centr…","5 days ago",""
"Software Developer","https://www.careerjet.com.bd/jobad/bd5a93e869159fc9fe5416181415e1e5bd","Save","Dhaka","[object Object]","Job Context   Hana System Limited is a newly incorporated international joint venture between two of the most successful bicycle manufacturers from Bangladesh and Germany. A 100% e…","13 days ago","Apply easily"
"ASP .Net - MVC Developer","https://www.careerjet.com.bd/jobad/bd8824a33bb243e64a822f22c27b65b0f5","Save","Dhanmondi, Dhaka","[object Object]","Job Responsibilities   Software Design and Development  Software Testing  Collect Requirements from Clients  Provide Training to Clients  Write clean code to develop functional web…","13 days ago","Apply easily"
"Field Executive (Supply)","https://www.careerjet.com.bd/jobad/bd5ebcd4cdceb91c282f683fefce4df9b7","Save","Dhaka","[object Object]","Job Context  Are you highly motivated and strives to exceed your goals? Join the team at Lalamove Bangladesh and experience first-hand, the thrill of disrupting the logistics indus…","13 days ago","Apply easily"
"Admin Officer","https://www.careerjet.com.bd/jobad/bd42651cc6f5b62daf63a97483949db03e","Save","Dhaka","[object Object]","Job Context  This is Most Popular Cultural Academy Bangladesh Bulbul Lalitakala Academy Bafa,Mirpur 14 Number,Dhaka,Bangladesh.we 2 Famale admin officer   Job Responsibilities  Adm…","13 days ago","Apply easily"
"Instructor / Junior Instructor","https://www.careerjet.com.bd/jobad/bdde806eaa396567c01614cdca6547adc2","Save","Badda, Dhaka","[object Object]","Job Context  Job Location: Gha-131/1, Link Road, Progoti Soroni, Middle Badda, Dhaka- 1212   Job Responsibilities   Preparing lesson plans, lecture materials and actively involved …","13 days ago","Apply easily"
"Marketing Executive","https://www.careerjet.com.bd/jobad/bdd44e4b2580225537bd23951bf360c7ae","Save","Dhaka","[object Object]","Job Responsibilities   Marketing with landowner.  Target fill-up/achieve.  Deal with Landowner.  Good understanding of marketing & sales.  Ability to network and connect with varie…","13 days ago","Apply easily"
"Short-Term Consultant: Bangladesh Integrated Youth Activity","https://www.careerjet.com.bd/jobad/bd0b14cef3185d17b13040c1528bc9ad92","Save","Dhaka","[object Object]","About IREX:   IREX is an independent nonprofit organization dedicated to building a more just, prosperous, and inclusive world by empowering youth, cultivating leaders, strengtheni…","2 months ago","Apply easily"
"Finance and Operations Director, USAID/Bangladesh Education Scholarship activity","https://www.careerjet.com.bd/jobad/bdfd7f1e5aa113e3f7a349153e6c324f80","Save","Dhaka","[object Object]","About IREX:   IREX is an independent nonprofit organization dedicated to building a more just, prosperous, and inclusive world by empowering youth, cultivating leaders, strengtheni…","2 months ago","Apply easily"
"Deputy Chief of Party, USAID/Bangladesh Education Scholarship activity","https://www.careerjet.com.bd/jobad/bd1f4a28cd74fe9e4749186507dc282ef3","Save","Dhaka","[object Object]","About IREX:   IREX is an independent nonprofit organization dedicated to building a more just, prosperous, and inclusive world by empowering youth, cultivating leaders, strengtheni…","2 months ago","Apply easily"
"DCOP/Finance and Operations Director, USAID/Bangladesh Integrated Youth Activity","https://www.careerjet.com.bd/jobad/bd94971d7f3518a0cff113baf66835e7cf","Save","Dhaka","[object Object]","About IREX:   IREX is an independent nonprofit organization dedicated to building a more just, prosperous, and inclusive world by empowering youth, cultivating leaders, strengtheni…","2 months ago","Apply easily"
"Monitoring, Evaluation, and Learning Specialist, USAID/Bangladesh Education Scholarship activity","https://www.careerjet.com.bd/jobad/bd81468eaf56cca571639e79e77dd1e8aa","Save","Dhaka","[object Object]","About IREX:   IREX is an independent nonprofit organization dedicated to building a more just, prosperous, and inclusive world by empowering youth, cultivating leaders, strengtheni…","2 months ago","Apply easily"
"Creative Content Writer - Social Media Marketing","https://www.careerjet.com.bd/jobad/bd6f979086e79618836df22bcff9916d3c","Save","Mohammadpur, Dhaka","[object Object]","Job Context  We are looking for a creative content writer to join our social media marketing team. The ideal candidate will be responsible for creating engaging content for various…","6 days ago",""
"SEO & Digital Marketing Executive","https://www.careerjet.com.bd/jobad/bd3db98646db6c59f5576c04d04a604622","Save","Uttara, Dhaka","[object Object]","Job Context  Looking for a creative and passionate SEO and Digital Marketing Expert, who will represent our company in Digital Platform and rank website for its target keyword with…","6 days ago",""
"Customer Success Manager","https://www.careerjet.com.bd/jobad/bd07112f7b5136c9e7a10632ba29a088dc","Save","Bangladesh","[object Object]","Job Context  Responsible for ensuring that customers are satisfied with a company`s products or services and achieving their desired outcomes. The primary focus of a CSM is to buil…","9 days ago","Apply easily"
